Fav,Pos,Bib No,Name,Time,Cat Pos,Gen Pos,Swim,T1,Run,Category,Time_seconds,Swim_seconds,T1_seconds,Run_seconds
,1,382, MAZIAH MOHAMAD SALLEH,01:17:56,1,1,00:26:51,00:05:28,00:45:36,SprintAquathlon3039F,4676,1611,328,2736
